framer6_222	 182  167    229  407
framer6_223	 197  152    219  417
framer6_224	 219  130    174  462
framer6_225	 224  125    148  488
framer6_226	 228  120    131  505
framer6_227	 336  83    149  315
framer6_228	 96  60    46  382
framer6_229	 99  58    51  378
framer6_230	 99  58    51  378
framer6_231	 100  58    51  377
framer6_232	 103  58    51  371
framer6_255	 253  115    112  521
framer6_256	 241  134    123  509
framer6_257	 237  140    123  505
framer6_258	 245  138    107  494
framer6_259	 259  130    115  470
framer6_260	 268  120    117  464
framer6_261	 288  100    122  451
framer6_262	 299  90    139  421
framer6_263	 299  90    151  410
framer6_264	 300  90    151  403
framer6_265	 301  90    151  391
framer6_266	 309  83    154  367
framer6_267	 305  83    149  355
framer6_268	 308  79    149  346
framer6_269	 308  79    149  337
framer6_270	 304  79    149  330
framer6_271	 303  79    147  324
framer6_272	 295  92    128  282
framer6_273	 292  92    128  273
framer6_278	 226  94    127  159
framer6_279	 225  94    127  148
framer6_280	 224  90    120  142
framer6_281	 224  90    71  114
framer6_283	 182  77    49  10
framer6_284	 182  80    54  10
framer6_285	 182  91    78  10
framer6_286	 182  91    84  10
framer6_287	 183  96    84  15
framer6_288	 183  100    100  15
framer6_289	 187  103    97  35
framer6_290	 187  103    93  51
framer6_291	 182  116    90  58
framer6_292	 177  125    98  58
framer6_293	 172  135    106  57
framer6_294	 161  153    128  50
framer6_295	 152  166    138  45
framer6_296	 148  170    142  41
framer6_297	 143  178    164  33
framer6_298	 136  185    164  35
framer6_299	 133  185    164  36
framer6_300	 130  193    169  36
framer6_301	 125  203    169  36
framer6_302	 106  221    182  28
framer6_303	 99  228    182  28
framer6_304	 94  233    182  31
framer6_305	 86  238    174  49
framer6_306	 84  243    168  56
framer6_307	 84  243    156  70
framer6_308	 77  256    137  91
framer6_309	 77  256    137  91
framer6_310	 79  253    132  101
framer6_311	 77  246    161  82
framer6_312	 77  246    165  82
framer6_313	 86  241    170  81
framer6_314	 86  247    176  81
framer6_315	 86  247    176  81
framer6_316	 93  247    180  91
framer6_317	 93  247    186  91
framer6_318	 89  247    178  109
framer6_319	 89  247    178  109
framer6_320	 74  53    38  595
framer6_321	 79  261    175  125
framer6_322	 66  53    46  587
framer6_323	 70  280    170  142
framer6_324	 70  280    170  142
framer6_325	 45  52    76  558
framer6_326	 39  54    86  544
framer6_327	 21  59    89  527
framer6_328	 16  59    89  523
framer6_329	 12  59    89  515
framer6_330	 119  250    147  205
framer6_331	 145  212    131  221
framer6_332	 150  207    124  226
framer6_333	 167  188    107  238
framer6_334	 181  174    96  243
framer6_335	 172  181    84  255
framer6_336	 124  226    82  269
framer6_337	 126  226    87  279
framer6_338	 130  235    91  274
framer6_339	 129  239    83  273
framer6_340	 133  239    64  275
framer6_341	 136  239    60  266
framer6_342	 139  236    53  271
framer6_343	 125  240    75  255
framer6_344	 125  240    84  255
framer6_345	 134  219    83  255
framer6_346	 134  219    83  255
framer6_347	 134  219    95  249
framer6_348	 134  214    98  243
framer6_349	 138  214    58  284
framer6_350	 137  214    58  295
framer6_351	 137  214    58  295
framer6_352	 141  214    74  290
framer6_353	 143  214    85  285
framer6_354	 167  197    74  285
framer6_355	 165  197    75  288
framer6_356	 165  197    75  288
framer6_357	 170  197    75  296
framer6_358	 170  197    75  302
framer6_359	 170  197    75  302
framer6_360	 170  197    75  316
framer6_361	 182  188    75  324
framer6_362	 182  188    75  324
framer6_363	 188  188    94  316
framer6_364	 188  188    94  316
framer6_365	 205  178    74  347
framer6_366	 216  170    74  352
framer6_367	 215  176    74  362
framer6_368	 205  186    76  361
framer6_369	 200  202    86  354
framer6_370	 200  202    86  354
framer6_371	 205  202    64  387
framer6_372	 206  202    53  405
framer6_373	 206  202    58  405
framer6_374	 214  197    60  408
framer6_375	 214  197    65  408
framer6_376	 220  191    65  408
framer6_377	 238  162    65  427
framer6_378	 252  142    51  443
framer6_379	 263  130    51  447
framer6_382	 278  59    67  538
framer6_383	 278  59    72  538
framer6_384	 275  62    79  538
framer6_385	 271  67    84  548
framer6_386	 272  67    74  558
framer6_387	 272  67    67  565
framer6_388	 274  67    59  573
framer6_389	 279  139    119  430
framer6_390	 279  139    119  430
framer6_391	 272  134    103  435
framer6_392	 271  134    92  435
framer6_393	 272  134    85  440
framer6_394	 275  134    75  439
framer6_745	 160  38    36  230
framer6_746	 163  37    48  226
framer6_747	 165  36    50  228
framer6_748	 165  37    52  229
framer6_749	 166  37    52  234
framer6_750	 167  37    52  236
framer6_751	 167  38    52  241
framer6_752	 166  39    52  249
framer6_753	 166  39    50  253
framer6_754	 165  39    48  258
framer6_755	 164  39    46  261
framer6_756	 163  39    45  263
framer6_757	 163  37    37  276
framer6_758	 162  37    35  279
framer6_774	 141  38    46  314
framer6_775	 141  38    46  314
framer6_788	 136  42    35  346
framer6_789	 135  43    41  342
framer6_790	 134  43    44  339
framer6_791	 130  46    66  326
framer6_792	 129  46    66  321
framer6_793	 129  46    66  321
framer6_794	 124  49    79  312
framer6_795	 124  49    79  312
framer6_796	 115  53    87  295
framer6_797	 102  62    78  277
framer6_798	 99  57    71  275
framer6_799	 95  55    70  273
framer6_800	 93  52    68  270
framer6_801	 89  46    63  265
framer6_802	 88  46    63  264
framer21_0	 111  26    33  120
framer21_1	 50  22    25  294
framer21_2	 53  22    24  295
framer21_8	 1  29    47  133
framer21_9	 0  40    47  149
framer21_10	 10  37    41  175
framer21_11	 7  38    41  188
framer21_12	 77  29    31  229
framer21_13	 1  37    50  219
framer21_14	 0  37    50  224
framer21_15	 0  41    51  232
framer21_16	 2  41    51  242
framer21_17	 5  44    53  249
framer21_18	 10  49    64  252
framer21_19	 10  49    53  265
framer21_20	 10  49    42  276
framer21_21	 108  25    37  191
framer21_22	 111  27    34  180
framer21_23	 110  27    34  174
framer21_24	 117  27    34  160
framer21_25	 121  27    34  148
framer21_26	 126  25    25  143
framer21_27	 128  20    25  134
framer21_36	 107  93    95  216
framer21_37	 68  93    95  191
framer21_38	 52  93    95  177
framer21_39	 29  86    94  160
framer21_40	 18  80    94  145
framer21_41	 8  77    96  143
framer21_42	 1  62    84  141
framer21_43	 0  41    93  122
framer21_44	 -1  36    107  103
framer21_45	 0  45    97  96
framer21_46	 12  71    89  196
framer21_47	 24  76    89  177
framer21_48	 62  65    99  112
framer21_49	 80  62    99  58
framer21_50	 88  61    99  25
framer21_51	 9  74    63  1
framer21_52	 45  54    31  0
framer21_58	 50  25    31  209
framer21_59	 50  25    28  206
framer21_60	 48  27    30  196
framer21_61	 46  24    26  187
framer21_62	 45  25    27  181
framer21_63	 67  28    33  239
framer21_64	 77  28    33  224
framer21_65	 80  29    37  215
framer21_66	 82  27    37  201
framer21_78	 129  19    30  125
framer21_79	 127  18    28  122
framer21_80	 127  18    28  122
framer21_81	 125  18    25  121
framer21_88	 75  58    53  13
framer21_89	 75  55    42  24
framer21_98	 25  67    50  101
framer21_99	 16  67    66  94
framer21_100	 9  67    78  80
framer21_101	 8  65    83  72
framer21_102	 0  68    77  60
framer21_103	 1  68    83  42
framer21_104	 1  67    91  31
framer21_105	 0  61    88  15
framer21_106	 1  61    82  4
framer21_107	 1  55    73  4
framer21_121	 0  63    78  65
framer21_122	 5  61    75  75
framer21_127	 26  57    71  136
framer21_128	 26  55    71  145
framer21_129	 26  55    71  171
framer21_130	 25  63    75  186
framer21_131	 26  57    70  201
framer21_132	 16  58    74  217
framer21_133	 2  58    74  237
framer21_134	 0  53    76  243
framer21_135	 0  41    57  262
framer21_136	 140  71    43  152
framer21_137	 142  69    34  161
framer21_152	 15  28    37  203
framer21_153	 20  29    41  214
framer21_154	 30  28    39  230
framer21_155	 32  30    38  239
framer21_156	 40  30    35  254
framer21_157	 47  35    30  268
framer21_158	 181  45    67  199
framer21_159	 178  41    60  188
framer21_160	 173  42    59  188
framer21_161	 162  51    59  185
framer21_162	 155  60    42  184
framer21_168	 136  22    28  175
framer21_169	 161  51    54  133
framer21_170	 165  48    54  131
framer21_172	 170  60    32  110
framer21_173	 172  61    32  110
framer21_174	 184  55    32  105
framer21_175	 191  48    32  105
framer21_186	 120  28    26  127
framer21_187	 121  23    21  124
framer21_192	 171  68    52  19
framer21_193	 155  83    71  4
framer21_194	 146  82    83  1
framer21_195	 146  66    83  1
framer21_196	 105  22    34  198
framer21_197	 104  22    34  201
framer21_198	 103  23    32  207
framer21_209	 122  30    31  192
framer21_210	 124  30    34  182
framer21_211	 127  30    32  172
framer21_212	 127  30    23  172
framer21_213	 40  65    76  215
framer21_214	 22  79    78  220
framer21_215	 17  79    78  222
framer21_216	 7  77    81  226
framer21_217	 0  68    92  221
framer21_218	 -1  68    92  231
framer21_219	 53  57    75  185
framer21_220	 40  63    88  190
framer21_221	 35  65    96  191
framer21_222	 26  65    108  193
framer21_223	 12  67    108  209
framer21_224	 9  67    97  221
framer21_253	 90  31    32  273
framer21_254	 144  19    27  183
framer21_255	 135  24    41  175
framer21_256	 128  25    49  176
framer21_257	 123  25    47  179
framer21_258	 117  25    42  188
framer21_259	 111  23    46  191
framer21_260	 109  23    46  193
framer21_261	 106  20    44  197
framer21_262	 101  22    41  205
framer21_263	 99  22    41  207
framer21_264	 98  22    41  210
framer21_265	 93  26    39  212
framer21_266	 93  24    36  215
framer21_267	 94  22    26  220
framer21_275	 123  26    38  120
framer21_276	 116  34    41  117
framer21_277	 105  39    40  108
framer21_278	 103  33    40  102
framer21_284	 74  28    27  84
framer21_285	 65  26    29  74
framer21_286	 59  24    30  64
framer23_3	 32  54    52  267
framer23_4	 43  57    60  258
framer23_5	 62  54    78  236
framer23_6	 80  54    67  222
framer23_7	 86  48    67  217
framer23_8	 89  41    62  217
framer23_9	 89  41    37  217
framer23_10	 89  35    25  217
framer23_11	 94  35    35  200
framer23_12	 91  35    50  196
framer23_13	 86  38    50  194
framer23_14	 85  38    49  210
framer23_15	 84  38    49  227
framer23_16	 83  38    49  226
framer23_17	 85  36    47  227
framer23_18	 85  36    47  226
framer23_19	 85  36    47  226
framer23_20	 85  36    47  226
framer23_21	 85  36    47  226
framer23_22	 85  36    47  226
framer23_23	 85  36    47  226
framer23_24	 85  36    47  227
framer23_25	 85  36    38  235
framer23_26	 90  30    38  235
framer23_27	 90  30    38  235
framer23_28	 90  30    38  235
framer23_29	 90  30    35  238
framer23_30	 90  30    35  238
framer23_31	 90  30    35  238
framer23_32	 90  30    35  238
framer23_33	 90  30    35  237
framer23_34	 90  30    35  237
framer23_35	 90  30    35  237
framer23_36	 90  30    35  237
framer23_37	 90  30    35  237
framer23_38	 90  30    35  237
framer23_39	 90  30    35  237
framer23_40	 90  30    35  237
framer23_41	 90  30    35  237
framer23_42	 90  30    35  237
framer23_43	 90  30    35  237
framer23_44	 90  30    35  237
framer23_45	 94  24    32  240
framer23_46	 94  24    32  240
framer23_47	 94  24    32  240
framer23_48	 94  21    32  240
framer23_198	 0  32    123  166
framer23_199	 0  33    116  161
framer23_200	 0  38    131  135
framer23_201	 0  38    122  124
framer23_202	 0  38    111  120
framer23_203	 0  33    95  120
framer23_204	 0  28    86  120
framer23_241	 62  36    50  22
framer23_242	 62  32    50  32
framer3_1	 118  23    33  157
framer3_2	 121  21    24  164
framer3_3	 122  20    23  166
framer3_4	 122  20    23  167
framer3_5	 124  20    23  167
framer3_6	 125  20    23  168
framer3_7	 129  17    22  173
framer3_8	 130  22    35  167
framer3_9	 130  22    35  167
framer3_10	 130  22    35  167
framer3_11	 134  22    31  176
framer3_12	 136  22    31  177
framer3_13	 136  22    31  179
framer3_14	 138  21    25  188
framer3_25	 1  16    20  266
framer3_28	 18  21    22  283
framer3_29	 29  21    22  291
framer3_30	 49  20    28  259
framer3_31	 50  20    28  259
framer3_32	 54  20    26  264
framer3_33	 58  22    26  266
framer3_34	 62  22    26  268
framer3_35	 69  25    20  274
framer3_36	 217  19    26  288
framer3_37	 80  29    20  274
framer3_38	 145  15    30  188
framer3_39	 90  25    20  272
framer3_40	 94  23    24  272
framer3_41	 99  23    24  276
framer3_42	 105  23    24  282
framer3_43	 107  23    24  284
framer3_44	 110  23    24  290
framer3_45	 113  23    24  294
framer3_46	 113  23    24  294
framer3_47	 0  23    23  195
framer3_53	 74  18    26  38
framer3_54	 0  17    32  266
framer3_55	 0  19    37  258
framer3_56	 6  16    37  245
framer3_57	 21  26    27  201
framer3_58	 25  24    26  207
framer3_59	 67  18    28  28
framer3_60	 64  17    30  24
framer3_61	 63  17    30  24
framer3_62	 61  17    25  23
framer3_63	 59  17    25  23
framer3_64	 59  17    25  23
framer3_68	 102  50    37  1
framer3_69	 102  50    37  1
framer3_70	 187  42    76  197
framer3_71	 187  42    58  197
framer3_72	 187  40    38  197
framer3_73	 187  35    30  198
framer3_76	 84  22    23  290
framer3_77	 79  17    22  178
framer3_78	 78  17    22  180
framer3_79	 77  17    22  182
framer3_80	 166  28    19  191
framer3_84	 148  29    33  166
framer3_85	 149  29    34  166
framer3_86	 149  32    37  166
framer3_87	 148  34    37  169
framer3_88	 147  36    35  171
framer3_89	 144  40    35  175
framer3_90	 143  40    35  175
framer3_91	 143  39    37  175
framer3_92	 150  34    34  181
framer3_93	 152  35    36  186
framer3_94	 153  38    35  189
framer3_95	 155  34    33  194
framer3_96	 158  32    29  203
framer3_97	 160  30    25  208
framer3_99	 96  20    27  257
framer3_100	 100  20    23  254
framer3_101	 108  23    26  243
framer3_102	 118  21    24  236
framer3_103	 125  21    24  231
framer3_104	 133  21    24  222
framer3_105	 152  24    39  189
framer3_106	 150  25    41  183
framer3_107	 145  24    46  179
framer3_108	 142  24    43  174
framer3_109	 140  24    44  168
framer3_110	 136  26    28  170
framer3_111	 52  21    25  190
framer3_112	 55  21    25  188
framer3_113	 60  23    27  182
framer3_114	 129  26    28  164
framer3_115	 129  26    28  164
framer3_116	 129  26    31  164
framer3_117	 129  26    33  161
framer3_118	 129  25    30  161
framer3_119	 153  22    33  271
framer3_120	 129  23    22  163
framer3_121	 129  23    22  163
framer3_122	 52  22    28  151
framer3_123	 51  26    28  153
framer3_124	 51  26    27  154
framer3_125	 127  22    31  130
framer3_126	 127  20    30  121
framer3_127	 56  18    22  163
framer3_128	 113  23    28  246
framer3_129	 115  22    30  252
framer3_130	 115  22    30  256
framer3_131	 89  22    32  94
framer3_132	 86  22    28  94
framer3_133	 87  22    28  94
framer3_134	 83  23    32  88
framer3_135	 83  23    32  83
framer3_136	 119  25    34  115
framer3_137	 84  23    31  81
framer3_138	 84  23    28  81
framer3_139	 85  21    29  80
framer3_140	 115  26    40  112
framer3_141	 85  24    33  80
framer3_142	 84  22    29  81
framer3_143	 82  23    35  77
framer3_144	 79  23    37  73
framer3_145	 78  23    37  72
framer3_146	 77  21    33  72
framer3_147	 73  25    33  71
framer3_148	 72  23    33  71
framer3_149	 70  23    27  74
framer3_150	 64  24    24  75
framer3_151	 63  21    24  75
framer3_152	 116  31    32  115
framer3_153	 116  30    27  116
framer3_154	 116  30    27  115
framer3_156	 125  20    24  125
framer3_157	 125  22    27  126
framer3_158	 126  23    29  132
framer3_161	 117  31    41  110
framer3_162	 117  34    39  114
framer3_163	 115  38    41  116
framer3_164	 24  61    33  117
framer3_165	 40  26    25  80
framer3_166	 37  26    25  81
framer3_167	 118  30    34  111
framer3_168	 24  23    25  76
framer3_169	 112  26    54  130
framer3_170	 109  26    65  136
framer3_171	 106  26    61  150
framer3_172	 105  26    64  156
framer3_173	 102  27    63  169
framer3_174	 101  27    59  186
framer3_175	 100  27    59  193
framer3_176	 98  27    59  204
framer3_177	 97  27    56  219
framer3_178	 95  27    55  224
framer3_179	 95  27    55  224
framer3_180	 101  23    54  250
framer3_181	 102  23    54  255
framer3_182	 105  23    44  274
framer3_183	 105  23    31  287
framer3_191	 128  21    31  129
framer3_192	 125  19    29  126
framer3_193	 124  16    25  125
framer3_200	 59  31    31  288
framer3_201	 55  35    33  285
framer3_202	 47  44    29  282
framer3_203	 54  38    20  278
framer3_204	 51  40    21  274
framer3_205	 48  43    25  269
framer3_206	 215  18    21  271
framer3_207	 54  40    42  254
framer3_208	 57  36    40  258
framer3_209	 58  37    44  258
framer3_210	 61  35    48  258
framer3_211	 62  35    48  259
framer3_212	 64  34    47  262
framer3_213	 67  33    46  266
framer3_214	 68  33    44  269
framer3_215	 127  33    57  79
framer3_216	 127  33    57  79
framer3_217	 127  35    57  79
framer3_218	 128  39    62  74
framer3_219	 127  37    61  70
framer3_220	 127  38    60  75
framer3_221	 133  32    54  81
framer3_222	 138  28    41  94
framer3_223	 141  28    33  102
framer3_231	 123  20    36  130
framer3_232	 123  19    33  130
framer3_233	 119  18    31  128
framer3_254	 44  21    32  219
framer3_255	 31  21    32  240
framer3_256	 1  49    24  199
framer3_257	 30  46    24  212
framer3_258	 51  46    24  225
framer3_260	 88  43    26  242
framer3_261	 106  43    26  253
framer3_262	 117  39    28  257
framer3_263	 133  32    32  268
framer3_264	 145  28    32  285
framer3_265	 129  18    34  136
framer3_266	 129  18    34  133
framer3_267	 127  17    31  130
framer3_268	 126  17    32  128
framer3_269	 124  15    28  126
framer3_270	 122  15    30  119
framer3_271	 121  15    29  117
framer3_272	 119  15    31  111
framer3_284	 115  17    24  247
framer3_285	 114  19    26  244
framer3_286	 114  18    27  241
framer3_287	 113  17    27  242
framer3_288	 111  19    36  238
framer10_4	 126  17    31  117
framer10_5	 125  17    31  117
framer10_6	 120  17    30  117
framer10_7	 118  17    28  118
framer10_16	 90  16    31  91
framer10_17	 90  16    31  91
framer10_18	 85  16    29  88
framer10_19	 80  16    28  84
framer10_20	 77  16    28  83
framer10_21	 72  16    28  80
framer10_22	 70  16    28  80
framer10_23	 70  16    28  80
framer10_24	 65  16    28  79
framer10_30	 51  18    36  56
framer10_31	 51  18    36  51
framer10_32	 51  18    36  49
framer10_33	 52  20    36  45
framer10_34	 50  20    36  36
framer10_35	 48  20    36  31
framer10_36	 45  20    36  24
framer10_37	 42  20    36  18
framer10_38	 40  20    36  17
framer10_39	 39  20    36  13
framer10_40	 39  20    36  13
framer10_41	 36  20    36  9
framer10_42	 35  20    36  7
framer10_43	 31  20    36  6
framer10_44	 29  20    33  6
framer10_45	 120  30    45  93
framer10_48	 116  38    24  119
framer10_49	 115  33    24  118
framer10_50	 112  33    31  117
framer10_51	 106  33    35  116
framer10_52	 103  33    43  110
framer10_53	 21  26    26  25
framer10_54	 26  26    26  36
framer10_55	 31  26    23  48
framer10_56	 34  28    20  54
framer10_57	 116  32    32  122
framer10_58	 116  32    32  122
framer10_59	 114  32    32  123
framer10_60	 110  32    37  122
framer10_61	 110  32    37  122
framer10_62	 110  32    37  122
framer10_63	 112  29    29  123
framer10_64	 112  29    20  120
framer10_65	 115  24    20  118
framer10_66	 104  23    26  137
framer10_67	 113  23    26  131
framer10_68	 121  20    25  126
framer10_72	 115  27    21  125
framer10_94	 46  21    22  208
framer10_95	 46  24    23  204
framer10_96	 49  22    28  200
framer10_97	 52  22    28  198
framer10_98	 55  21    27  196
framer10_99	 10  49    55  229
framer10_100	 28  49    64  218
framer10_101	 34  49    64  212
framer10_102	 47  45    62  203
framer10_103	 53  42    57  194
framer10_104	 56  42    55  190
framer10_105	 62  37    50  185
framer10_106	 66  37    47  182
framer10_107	 67  37    47  179
framer10_108	 76  32    47  169
framer10_109	 81  32    42  164
framer10_110	 86  32    42  159
framer10_111	 90  32    37  155
framer10_112	 95  32    28  154
framer10_113	 99  32    24  153
framer10_114	 105  30    27  147
framer10_115	 108  30    27  142
framer10_116	 108  30    27  141
framer10_117	 112  30    27  137
framer10_118	 115  30    25  136
framer10_126	 34  24    25  32
framer10_127	 34  24    25  44
framer10_128	 34  24    25  51
framer10_129	 34  24    25  64
framer10_132	 10  20    27  39
framer10_133	 36  20    27  86
framer10_134	 35  16    25  85
framer10_135	 32  16    25  85
framer10_136	 25  19    25  83
framer10_137	 22  19    22  85
framer10_138	 18  19    22  86
framer10_139	 15  19    22  84
framer10_140	 15  19    22  84
framer10_141	 12  19    22  83
framer10_142	 11  19    22  83
framer10_143	 9  19    22  82
framer10_144	 9  19    22  82
framer10_145	 10  19    22  79
framer10_146	 15  18    22  79
framer10_147	 18  18    22  79
framer10_156	 26  18    25  65
framer10_157	 26  18    25  65
framer10_158	 24  18    25  65
framer10_159	 23  18    25  61
framer10_160	 22  18    25  59
framer10_161	 22  18    25  58
framer10_162	 20  18    25  56
framer10_163	 21  18    25  54
framer10_164	 21  18    25  50
framer10_165	 7  31    22  244
framer10_166	 1  56    31  190
framer10_167	 6  60    31  181
framer10_168	 6  60    41  160
framer10_169	 5  57    38  152
framer10_170	 2  57    32  151
framer10_171	 1  55    38  143
framer10_172	 0  53    38  135
framer10_184	 108  132    121  106
framer10_185	 112  127    90  106
framer10_186	 123  113    55  108
framer10_187	 123  106    43  108
framer10_188	 123  106    43  108
framer10_189	 123  106    43  108
framer10_190	 123  86    58  108
framer10_191	 123  81    45  108
framer10_192	 118  80    51  107
framer10_193	 112  65    53  101
framer10_194	 105  68    54  101
framer10_195	 85  74    63  97
framer10_196	 68  71    61  96
framer10_197	 58  71    61  95
framer10_198	 30  70    48  96
framer10_199	 9  66    46  95
framer10_200	 -1  64    41  98
framer10_201	 -1  43    41  98
framer10_205	 36  21    28  61
framer10_206	 37  21    28  62
framer10_207	 40  21    28  76
framer10_208	 42  22    28  83
framer10_209	 43  22    28  88
framer10_210	 45  25    28  94
framer10_211	 48  25    29  100
framer10_212	 50  25    29  102
framer10_213	 55  25    29  110
framer10_214	 57  25    29  114
framer10_215	 59  26    27  116
framer10_216	 64  28    25  123
framer10_217	 69  27    23  127
framer10_218	 70  27    23  127
framer10_219	 75  27    23  132
framer10_220	 80  27    19  134
framer10_221	 82  27    19  136
framer10_222	 7  20    32  250
framer10_223	 10  20    32  259
framer10_224	 13  25    27  265
framer10_225	 20  25    27  273
framer10_226	 52  24    39  205
framer10_227	 53  21    39  207
framer10_228	 51  21    39  214
framer10_229	 52  21    39  218
framer10_230	 52  21    34  223
framer10_261	 117  23    23  116
framer10_262	 120  24    26  121
framer10_263	 120  24    26  121
framer10_264	 122  24    23  128
framer10_265	 122  24    23  128
framer10_266	 122  24    19  132
framer10_270	 59  18    23  102
framer10_271	 106  18    31  155
framer10_272	 106  18    31  155
framer10_273	 95  19    32  140
framer10_274	 88  19    32  129
framer10_275	 87  18    31  126
framer10_276	 82  18    26  117
framer10_277	 78  18    31  101
framer10_278	 78  18    32  94
framer10_279	 73  18    32  81
framer10_280	 68  18    36  63
framer10_281	 63  18    36  55
framer10_282	 53  18    36  43
framer10_283	 47  18    36  33
framer10_284	 45  18    36  31
framer10_287	 85  22    24  86
framer18_0	 0  32    49  162
framer18_1	 0  32    49  162
framer18_2	 0  32    49  157
framer18_3	 0  32    44  157
framer18_4	 0  43    38  157
framer18_5	 2  47    32  154
framer18_6	 6  49    30  153
framer18_7	 17  47    26  148
framer18_8	 23  47    26  140
framer18_9	 32  43    29  135
framer18_10	 37  43    29  126
framer18_11	 49  43    29  115
framer18_12	 56  43    29  110
framer18_13	 62  50    26  101
framer18_14	 68  58    39  147
framer18_15	 69  61    48  140
framer18_16	 72  60    59  126
framer18_17	 74  56    69  117
framer18_18	 73  52    74  111
framer18_19	 73  52    69  111
framer18_20	 73  51    64  111
framer18_21	 72  51    58  109
framer18_22	 74  51    48  117
framer18_23	 73  52    44  119
framer18_24	 73  48    44  119
framer18_25	 74  48    44  124
framer18_28	 82  40    22  111
framer18_29	 82  40    22  110
framer18_30	 82  40    22  108
framer18_31	 82  40    22  108
framer18_32	 82  40    22  108
framer18_33	 82  40    22  108
framer18_34	 73  40    22  110
framer18_35	 90  27    22  31
framer18_36	 88  27    22  30
framer18_37	 47  53    48  173
framer18_38	 53  47    34  173
framer18_39	 53  47    34  173
framer18_40	 46  43    45  164
framer18_41	 41  43    53  152
framer18_42	 40  43    42  143
framer18_43	 37  43    37  126
framer18_44	 36  37    29  116
framer18_45	 37  35    29  116
framer18_46	 35  35    46  108
framer18_47	 32  35    54  105
framer18_48	 32  35    54  105
framer18_49	 29  35    57  113
framer18_50	 27  35    57  118
framer18_51	 24  35    53  125
framer18_52	 18  35    53  130
framer18_53	 7  40    46  135
framer18_54	 3  40    46  137
framer18_55	 0  36    48  143
framer18_56	 77  46    43  129
framer18_57	 78  46    47  132
framer18_58	 77  50    43  141
framer18_59	 77  50    38  146
framer18_60	 77  50    42  149
framer18_61	 79  50    39  162
framer18_62	 80  55    39  171
framer18_63	 82  63    33  179
framer18_64	 88  62    28  187
framer18_65	 95  62    28  191
framer18_66	 92  62    28  192
framer18_67	 96  62    31  197
framer18_68	 101  62    33  203
framer18_69	 97  62    41  198
framer18_70	 97  62    41  198
framer18_71	 96  62    41  198
framer18_72	 93  62    41  197
framer18_73	 93  62    41  193
framer18_74	 100  62    41  196
framer18_75	 97  62    41  196
framer18_76	 97  62    41  192
framer18_77	 97  65    37  196
framer18_78	 93  66    38  193
framer18_79	 89  68    42  188
framer18_80	 87  68    47  181
framer18_81	 84  68    52  175
framer18_82	 80  68    52  170
framer18_83	 81  68    52  166
framer18_84	 82  68    52  166
framer18_85	 85  68    52  169
framer18_86	 88  63    48  172
framer18_87	 88  63    48  172
framer18_88	 85  59    48  169
framer18_89	 78  59    48  169
framer18_90	 78  55    48  169
framer18_91	 75  51    45  165
framer18_92	 70  51    45  163
framer18_93	 69  51    45  156
framer18_94	 64  51    45  155
framer18_95	 62  50    43  148
framer18_96	 57  50    47  146
